"index",	"x_prescribed",	"y_prescribed",	"x_match",	"y_match",	"u",	"v"
69696,	+7.410958254714291e-02,	+2.853863721765400e-03,	+7.410686623386369e-02,	+2.865428196535237e-03,	0.231635624885267,	0.500000037976895
69696,	+7.602112100595826e-02,	+2.910282781196202e-03,	+7.601848620544760e-02,	+2.924868688245007e-03,	0.235684198684698,	0.500000000000001
69696,	+7.793828100538280e-02,	+2.964607569570802e-03,	+7.793575684738210e-02,	+2.981740552788224e-03,	0.239737225717361,	0.499999999992660
69696,	+7.986106008820019e-02,	+3.016890088407401e-03,	+7.985867021388196e-02,	+3.035971092931893e-03,	0.243796684704021,	0.499999962426760
69696,	+8.178949203397680e-02,	+3.067180974960799e-03,	+8.178726942104089e-02,	+3.087482952435082e-03,	0.247864670010451,	0.499999999999985
69696,	+8.372358944072220e-02,	+3.115394961795602e-03,	+8.372156290107929e-02,	+3.136191276185309e-03,	0.251943220393028,	0.500000000000861
69696,	+8.566334642135701e-02,	+3.161379362031198e-03,	+8.566153228840109e-02,	+3.182003753459758e-03,	0.256034345729859,	0.499999999999906
69696,	+8.760881868486781e-02,	+3.205075802331201e-03,	+8.760724038210894e-02,	+3.224822699212553e-03,	0.260140264732688,	0.500000000176344
69696,	+8.956000363711619e-02,	+3.246380262370799e-03,	+8.955867379528257e-02,	+3.264540789113579e-03,	0.264263083526259,	0.500000000186940
69696,	+9.151691788990121e-02,	+3.285162320176596e-03,	+9.151584428521234e-02,	+3.301042953382125e-03,	0.268405020040802,	0.500000000002709
69696,	+9.347961023005860e-02,	+3.321289484348398e-03,	+9.347881211429815e-02,	+3.334196312461190e-03,	0.272568496380403,	0.499999999999924
69696,	+9.544804551902200e-02,	+3.354677380223400e-03,	+9.544751492972883e-02,	+3.363809200476711e-03,	0.276755952845850,	0.499999999999950
69696,	+9.742230339393740e-02,	+3.385154993723397e-03,	+9.742203405499583e-02,	+3.389791960377917e-03,	0.280969883210224,	0.500000000000262
69696,	+9.940235713161781e-02,	+3.412476883587395e-03,	+9.940234056859491e-02,	+3.412006722577556e-03,	0.285212807356389,	0.499999999706608
69696,	+1.013882728113152e-01,	+3.436501705776997e-03,	+1.013884964946747e-01,	+3.430314162630013e-03,	0.289487569845575,	0.500000000075750
69696,	+1.033800304288534e-01,	+3.456927913432402e-03,	+1.033804745228022e-01,	+3.444561748432847e-03,	0.293796967037763,	0.499999999959499
69696,	+1.053777187897036e-01,	+3.473232615267996e-03,	+1.053783545356491e-01,	+3.454584268148540e-03,	0.298144188705228,	0.500000000002109
69696,	+1.073813138115020e-01,	+3.484886147261797e-03,	+1.073821165166637e-01,	+3.460201111819074e-03,	0.302532389942560,	0.500000000000000
69696,	+1.093908943648124e-01,	+3.491504945447396e-03,	+1.093917990781278e-01,	+3.461042709213180e-03,	0.306966313889355,	0.500000000001125
69696,	+1.114064510904946e-01,	+3.492573018205597e-03,	+1.114074597485843e-01,	+3.456998988991444e-03,	0.311449128054670,	0.500000000000006
69696,	+1.134280176030366e-01,	+3.487646736953195e-03,	+1.134291029626262e-01,	+3.447866886503277e-03,	0.315984553783964,	0.500000000000012
69696,	+1.154556282914400e-01,	+3.476192843689802e-03,	+1.154567731732177e-01,	+3.433386239770418e-03,	0.320576935821574,	0.500000000000002
69696,	+1.174892533642394e-01,	+3.457756652374201e-03,	+1.174903908142039e-01,	+3.412953954195066e-03,	0.325233523220391,	0.500000000837701
69696,	+1.195289351485618e-01,	+3.431845754849398e-03,	+1.195301165677707e-01,	+3.386486397460291e-03,	0.329957823651126,	0.500000000003358
69696,	+1.215746803157358e-01,	+3.397875112431201e-03,	+1.215758604585079e-01,	+3.353621625897263e-03,	0.334755290962442,	0.500000000003860
69696,	+1.236264686680330e-01,	+3.355498844853201e-03,	+1.236277277936924e-01,	+3.313620023689611e-03,	0.339636467261512,	0.499999999999934
69696,	+1.256842814200954e-01,	+3.304352811510199e-03,	+1.256856645542684e-01,	+3.266630728466901e-03,	0.344604120379862,	0.499999996133964
69696,	+1.276393412455684e-01,	+3.247553104856600e-03,	+1.276408311562635e-01,	+3.214885396409788e-03,	0.349402817144567,	0.499999999979155
69696,	+1.294964598545048e-01,	+3.185950484054999e-03,	+1.294981534367128e-01,	+3.159356705239080e-03,	0.354036478350545,	0.500000000006790
69696,	+1.312602802686818e-01,	+3.120349907867002e-03,	+1.312622187973672e-01,	+3.100568783490933e-03,	0.358512363568122,	0.500000000000019
69696,	+1.329352434893970e-01,	+3.051510549157399e-03,	+1.329374532501555e-01,	+3.038889113304359e-03,	0.362838740450348,	0.500000008278813
69696,	+1.345255802762180e-01,	+2.980069586715601e-03,	+1.345281260714663e-01,	+2.974752506371524e-03,	0.367022128546755,	0.499999999994778
69696,	+1.360353900758362e-01,	+2.906784132699997e-03,	+1.360383032087202e-01,	+2.908664438115112e-03,	0.371066948150738,	0.500000000000000
69696,	+1.374685747175598e-01,	+2.832350266322202e-03,	+1.374718683859462e-01,	+2.840980713807608e-03,	0.374978681183833,	0.499999999994504
69696,	+1.388288635941336e-01,	+2.757281981477398e-03,	+1.388325476350047e-01,	+2.772036935732154e-03,	0.378762269277609,	0.500000000000268
69696,	+1.401198082814964e-01,	+2.682143915246201e-03,	+1.401238141386515e-01,	+2.701922470071325e-03,	0.382425576391049,	0.500000000000000
69696,	+1.413448397149146e-01,	+2.607296231809201e-03,	+1.413491687009468e-01,	+2.631075488253224e-03,	0.385970719426786,	0.500000000004011
69696,	+1.425072070982840e-01,	+2.533138340410197e-03,	+1.425118141684537e-01,	+2.559797373639721e-03,	0.389400849253099,	0.500000000000017
69696,	+1.436100170700966e-01,	+2.459915713695601e-03,	+1.436147860600540e-01,	+2.488412513687744e-03,	0.392718763022225,	0.500000000000215
69696,	+1.446562388575564e-01,	+2.387894904999598e-03,	+1.446611365132743e-01,	+2.417031224652586e-03,	0.395933355930079,	0.499999999955965
69696,	+1.456486824776050e-01,	+2.317324825526001e-03,	+1.456536596276285e-01,	+2.346582019875358e-03,	0.399037203924241,	0.500000006003458
69696,	+1.465900686534996e-01,	+2.248497167260197e-03,	+1.465949932890938e-01,	+2.277074097687243e-03,	0.402039502177995,	0.500000001903997
69696,	+1.474829368126866e-01,	+2.181521617027400e-03,	+1.474878188945094e-01,	+2.209132955394018e-03,	0.404935336796422,	0.500000002626878
69696,	+1.483297524351216e-01,	+2.116617097780995e-03,	+1.483344826549265e-01,	+2.142696773638264e-03,	0.407734665427608,	0.500000006164848
69696,	+1.491328408513064e-01,	+2.053786817013396e-03,	+1.491373960559572e-01,	+2.078266599389088e-03,	0.410431674527401,	0.500000000001788
69696,	+1.498944171107252e-01,	+1.993136319594200e-03,	+1.498987960028887e-01,	+2.015872973872409e-03,	0.413032289145437,	0.500000003791471
69696,	+1.506165849651378e-01,	+1.934728574828796e-03,	+1.506207314144659e-01,	+1.955596798981577e-03,	0.415540607201839,	0.500000000000049
69696,	+1.513013530126186e-01,	+1.878533942525600e-03,	+1.513052630476520e-01,	+1.897632175810185e-03,	0.417954890952223,	0.500000000005220
69696,	+1.519506241715612e-01,	+1.824569556430795e-03,	+1.519542957391658e-01,	+1.842016325379919e-03,	0.420277993463323,	0.499999999999838
69696,	+1.525662119462118e-01,	+1.772786121230595e-03,	+1.525696500054181e-01,	+1.788769768874138e-03,	0.422512667713465,	0.499999999997265
69696,	+1.531498444949464e-01,	+1.723188435026600e-03,	+1.531530575671693e-01,	+1.737897899665652e-03,	0.424661540523386,	0.500000000000053
69696,	+1.537031414687932e-01,	+1.675733222415197e-03,	+1.537061388597021e-01,	+1.689394097003632e-03,	0.426727017251772,	0.500000001826347
69696,	+1.542276868851438e-01,	+1.630394708115198e-03,	+1.542304842863229e-01,	+1.643233679789692e-03,	0.428711572174068,	0.499999999999906
69696,	+1.547249425153368e-01,	+1.587151292015996e-03,	+1.547275523659301e-01,	+1.599383806630839e-03,	0.430617359451161,	0.500000001178393
69696,	+1.551963214380460e-01,	+1.545986446432998e-03,	+1.551987563640606e-01,	+1.557796798537673e-03,	0.432446526032677,	0.500000000000592
69696,	+1.556431520156974e-01,	+1.506841544594998e-03,	+1.556454239117438e-01,	+1.518414529402487e-03,	0.434201049598145,	0.499999999999818
69696,	+1.560667000643772e-01,	+1.469632325911398e-03,	+1.560688230712347e-01,	+1.481166905424567e-03,	0.435882828846123,	0.500000001235636
69696,	+1.564681703336078e-01,	+1.434314965516599e-03,	+1.564701550434783e-01,	+1.445973222648435e-03,	0.437493646361880,	0.500000000029249
69696,	+1.568487050560200e-01,	+1.400818934316398e-03,	+1.568505634491356e-01,	+1.412742006343450e-03,	0.439035196594776,	0.500000000003876
69696,	+1.572093858019022e-01,	+1.369065449458198e-03,	+1.572111405395111e-01,	+1.381441913536146e-03,	0.440514088489831,	0.499999999995230
69696,	+1.575512334227396e-01,	+1.338988809970395e-03,	+1.575528872435532e-01,	+1.351975603714727e-03,	0.441929767087830,	0.500000001102152
69696,	+1.578752305353832e-01,	+1.310497625528797e-03,	+1.578767935750886e-01,	+1.324206174050788e-03,	0.443281587056327,	0.500000000000100
69696,	+1.581823001393114e-01,	+1.283564030196402e-03,	+1.581837937713598e-01,	+1.298098472299746e-03,	0.444575194062817,	0.500000000000000
69696,	+1.584733181606970e-01,	+1.258108220478597e-03,	+1.584747318673564e-01,	+1.273598923574848e-03,	0.445814061967763,	0.499999999999699
69696,	+1.587491176466370e-01,	+1.234089585729997e-03,	+1.587504538647432e-01,	+1.250487115310579e-03,	0.446993937136450,	0.500000002403851
69696,	+1.590104923892006e-01,	+1.211494553893196e-03,	+1.590117738142361e-01,	+1.228864614648233e-03,	0.448128443397836,	0.499999999999993
69696,	+1.592581883004532e-01,	+1.190175382466002e-03,	+1.592593923755713e-01,	+1.208462568909672e-03,	0.449208906751167,	0.499999997576983
69696,	+1.594929226947018e-01,	+1.170065184449200e-03,	+1.594940777667254e-01,	+1.189333079468488e-03,	0.450245916450330,	0.499999999999915
69696,	+1.597153836958904e-01,	+1.151170551541000e-03,	+1.597164579883953e-01,	+1.171302392490006e-03,	0.451235026580624,	0.500000001017167
69696,	+1.599262092158860e-01,	+1.133344012956400e-03,	+1.599272354249045e-01,	+1.154394718523003e-03,	0.452184845914149,	0.500000006328885
69696,	+1.601260039455818e-01,	+1.116564398593397e-03,	+1.601269510540687e-01,	+1.138428762535229e-03,	0.453088745646785,	0.499999999999990
69696,	+1.603153418336220e-01,	+1.100772619760001e-03,	+1.603162421959352e-01,	+1.123503790085749e-03,	0.453960458926470,	0.499999988653115
69696,	+1.604947668982648e-01,	+1.085876093484998e-03,	+1.604956179302101e-01,	+1.109360614310275e-03,	0.454786510309957,	0.499999997743586
69696,	+1.606647956800098e-01,	+1.071867034650602e-03,	+1.606655685042529e-01,	+1.096168884720433e-03,	0.455585120466255,	0.499999999536431
69696,	+1.608259111188746e-01,	+1.058627793233001e-03,	+1.608266423335140e-01,	+1.083703098938801e-03,	0.456344847620354,	0.500000003342682
69696,	+1.609785811287222e-01,	+1.046171106968401e-03,	+1.609792287095845e-01,	+1.071943855770109e-03,	0.457068557374074,	0.499999999998032
69696,	+1.611232474200166e-01,	+1.034492981672400e-03,	+1.611238529835038e-01,	+1.060976000182985e-03,	0.457768869277179,	0.499999998642423
69696,	+1.612603289862010e-01,	+1.023594919655999e-03,	+1.612608829459160e-01,	+1.050584073585073e-03,	0.458432407362168,	0.500000000000266
69696,	+1.613902255509018e-01,	+1.013516411085398e-03,	+1.613906689474571e-01,	+1.040790882602278e-03,	0.459065052300280,	0.500000000000023
69696,	+1.615133111340640e-01,	+1.004279939979597e-03,	+1.615136794013777e-01,	+1.031667776436263e-03,	0.459678128720324,	0.500000000000748
69696,	+1.616299366558392e-01,	+9.957838170931979e-04,	+1.616302151268812e-01,	+1.023024870390333e-03,	0.460258935498300,	0.499999999607291
69696,	+1.617404359058122e-01,	+9.878816508313974e-04,	+1.617406186470856e-01,	+1.014836761137626e-03,	0.460809179748036,	0.499999997705605
69696,	+1.618451293303164e-01,	+9.804236173416002e-04,	+1.618451792635687e-01,	+1.007230201784755e-03,	0.461343409219570,	0.499999999999471
69696,	+1.619443203667816e-01,	+9.733754472121988e-04,	+1.619442919614253e-01,	+1.000058716809523e-03,	0.461853230349306,	0.499999999999353
69696,	+1.620382928600168e-01,	+9.664780158043982e-04,	+1.620382057299444e-01,	+9.932634101084922e-04,	0.462336308951741,	0.500000000000000
69696,	+1.621322606253658e-01,	+9.591647713091974e-04,	+1.621321446731145e-01,	+9.864662818484214e-04,	0.462819517048875,	0.500000001719438
69696,	+1.622262576945128e-01,	+9.529863208423990e-04,	+1.622259857864967e-01,	+9.798203387892106e-04,	0.463315460970230,	0.500000000003491
69696,	+1.623202033009106e-01,	+9.514903109118009e-04,	+1.623195082706037e-01,	+9.732375371595273e-04,	0.463813448642009,	0.500000000000155
69696,	+1.624130718788866e-01,	+9.609255688868004e-04,	+1.624112031997640e-01,	+9.667833723148602e-04,	0.464301704965847,	0.500000000000000
69696,	+1.625019829013846e-01,	+9.866146672882011e-04,	+1.624978330875734e-01,	+9.606857224064357e-04,	0.464762991003623,	0.500000005007553
69696,	+1.625846036833386e-01,	+1.027032984099399e-03,	+1.625773498020215e-01,	+9.551928293240039e-04,	0.465196295343404,	0.499999999978606
69696,	+1.626593009449916e-01,	+1.080072398519995e-03,	+1.626480847207982e-01,	+9.503667915874159e-04,	0.465587470849033,	0.499999999999421
69696,	+1.627243896219258e-01,	+1.144317127547396e-03,	+1.627085091090494e-01,	+9.462442113547130e-04,	0.465921627458459,	0.500000000295700
69696,	+1.627783412462686e-01,	+1.218237553107400e-03,	+1.627572059053837e-01,	+9.429217706023285e-04,	0.466190928593712,	0.500000000516460
69696,	+1.628197860144158e-01,	+1.300157845714800e-03,	+1.627929264823986e-01,	+9.404846595456125e-04,	0.466388469143935,	0.499999999452662
69696,	+1.628480158514036e-01,	+1.388008332630200e-03,	+1.628151008243768e-01,	+9.389717686987476e-04,	0.466511096830307,	0.499999999494286
69696,	+1.628622099867844e-01,	+1.479810612688198e-03,	+1.629637453375768e-01,	+1.873206658583079e-03,	0.533730795868719,	0.499999999983313
69696,	+1.274579160501972e-04,	+6.832057223530015e-04,	-1.054311732923419e-05,	+3.991042003380106e-04,	0.005648905487311,	0.499999938676177
69696,	+3.637149727099853e-05,	+9.190526718893963e-04,	-2.309884081337459e-04,	+1.018689717390098e-03,	0.992288111342396,	0.500000000000000
69696,	+0.000000000000000e+00,	+1.165615116469198e-03,	-1.162340521987462e-04,	+1.247076487349302e-03,	0.989324916579866,	0.500000000000000
69696,	+1.981894403699869e-05,	+1.410690523011596e-03,	+4.267867949813379e-06,	+1.431467378662155e-03,	0.987160051824198,	0.499999997750635
69696,	+9.604952445720016e-05,	+1.641736635211195e-03,	+1.419044158172301e-04,	+1.613988137818872e-03,	0.985163776910368,	0.500000000000139
69696,	+2.247078807640008e-04,	+1.846904381529797e-03,	+2.931960753335941e-04,	+1.795391922442640e-03,	0.983293032299294,	0.500000000000025
69696,	+3.976566015269967e-04,	+2.017323549676597e-03,	+4.530971806687807e-04,	+1.973379676587398e-03,	0.981545074279006,	0.500000000000072
69696,	+5.827409183695949e-04,	+2.175847634082402e-03,	+6.188831741624651e-04,	+2.147772859282762e-03,	0.979900552566363,	0.499999999999978
69696,	+7.683984882545971e-04,	+2.333968520076802e-03,	+7.912206528473865e-04,	+2.318860626097058e-03,	0.978357506280986,	0.499999999999932
